Categoria;Especie;Numero;Ano;Data;NUP;Normativo;Situacao;Legislacao;Palavras;Descricao;Interessados;Correlacoes;Link
Marcas;Nota PFE;102;2003;07/05/2003;"5240000817/03
";Não;Vigente;—;Marcas. Erro material ou formal;Trata-se de consulta sobre alegação de titular, deque teria sido induzido a erro pelo próprio INPI, no que se refere ao encaixe em classes e subclasses. A Procuradoria manifesta que o ato administrativo deve ser refeito quando fundamentado em erro material, mormente quando reconhecido pela própria Administração. ;DIRMA;Processo nº 200024868;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-102-2003.pdf
Marcas;Nota PFE;103;2003;07/05/2003;"5240000813/03
";Não;Vigente;—;Marcas. Erro material ou formal;Trata-se de consulta sobre alegação de titular, deque teria sido induzido a erro pelo próprio INPI, no que se refere ao encaixe em classes e subclasses. A Procuradoria manifesta que o ato administrativo deve ser refeito quando fundamentado em erro material, mormente quando reconhecido pela própria Administração. ;DIRMA;Processo 20002843;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-103-2003.pdf
Marcas;Nota PFE;105;2003;07/05/2003;820107387;Não;Vigente;At. 136 da LPI;Marcas. Cessão de marca. Pedido transferência - suspeita ato fraudulento de sócio;Trata-se de suspeita de ato fraudulento de sócio em pedido de cessão de marca. A Procuradoria recomenda o sobrestamento dos autos até que não haja nenhuma dúvida sobre a legalidade do documento de cessão e transferência, objeto da consulta. ;DIRMA;RPI n 148/99;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-105-2003.pdf
Marcas;Parecer PFE;17;2003;06/05/2003;52400002692/02;Não;Vigente;Art.127 da LPI;Marcas. Prioridade Unionista. ;Trata-se de consulta acerca de comprovação de prioridade. A Procuradoria manifesta ser necessária a verificação dos requisitos para o pedido prioritário, sendo que no presente caso há ausência de requisito fundamental: tempestividade, mas ressalta ser válido o envio de publicação por fax para efeito de comprovação de prioridade. ;DIRMA;Ato Normativo 160/2001;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/parecer-numerado-017-03.pdf
Marcas;Parecer PFE;18;2003;06/05/2003;524000.001755/ 02;Não;Vigente;Art. 42, 240 da LPI;"Marcas. 
Aquisição de medicamentos patenteados por farmácias";Trata-se de consulta sobre a liberação para a utilização de substâncias patenteadas ou sujeitas à patente. A Procuradoria manifesta que a competência do INPI não é de órgão fiscalizador, devendo a manifestação ser proferida nos restritos ditames da Lei. Manifesta-se ainda que não existe qualquer impedimento para a utilização de produtos que, embora passíveis de proteção, não estão sob o abrigo, da Lei de Propriedade Industrial. ;DIRMA;Oficio n 024/2001;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/parecer-numerado-018-03.pdf
Marcas;Nota PFE;94;2003;28/04/2003;820238970;Não;Vigente;Art. 124 da LPI;Marcas. Retribuições INPI. Suposta fraude recolhimento guias;Trata-se de suposto aproveitamento ou falsidade de guia bancária de recolhimento de taxa do INPI, em que não houve identificação nos cofres do INPI do valor de recolhimento da guia apresentada. A Procuradoria manifesta haver necessidade de identificação de fraude para aplicação da orientação contida nos pareceres da Procuradoria n. 42/00 e n. 014/2001;DIRMA;"Parecer n. 42/2000 
Parecer n. 014/2001";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-094-2003.pdf
Normas;Nota PFE;88;2003;25/04/2003;52400.000483/03;Não;Vigente;—;Normas. Norma zero. ;Trata-se de exame da minuta de Resolução e adequações da nota 62/03, que dispõe sobre a normatização de procedimentos, nomeados NORMA ZERO, que estabelece regras básicas para a elaboração, aprovação, numeração, formatação e garantia de cumprimento de alguns atos administrativos utilizados no âmbito da Administração Pública. ;NOTA/INPI/PROC/DICONS/N 62/03;Nota nº 62/03;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-088-2003.pdf
Patentes;Nota PFE;31;2003;16/04/2003;52400.000382/03;Não;Vigente;Art. 15 da Lei nº 5.60./70;"Modelo de Utilidade. Retribuições INPI. 
Solicitação de isenção de anuidade";Trata-se de pedido de isenção de anuidade pelo Hospital das Clínicas de Porto Alegre. A Procuradoria manifesta que se trata de preços públicos e não de tributos, motivo por que se deve manter a cobrança. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-031-2003.pdf
Marcas;Nota PFE;83;2003;15/04/2003;3361/98;Não;Vigente;—;Marcas. Ações Judiciais. Adjudicação de registro marca por decisão judicial;Trata-se de sentença judicial que determina adjudicação de registro de marca em favor da Autora. A Procuradoria manifesta que cabe apenas que o INPI - DIRMA proceda ao cumprimento do comando judicial, sem nada exigir da parte neste sentido. ;DIRMA;Registro N 816716935;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-083-2003.pdf
Marcas;Nota PFE;91;2003;15/04/2003;820164437;Não;Vigente;Art. 124 da LPI;Marcas. Retribuições INPI. Suposta fraude recolhimento guias;Trata-se de suposto aproveitamento ou falsidade de guia bancária de recolhimento de taxa do INPI, em que não houve identificação nos cofres do INPI do valor de recolhimento da guia apresentada. A Procuradoria manifesta haver necessidade de identificação de fraude para aplicação da orientação contida nos pareceres da Procuradoria n. 42/00 e n. 014/2001. ;DIRMA;"Parecer n. 42/2000 
Parecer n. 014/2001";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-091-2003.pdf
Normas;Nota PFE;79;2003;10/04/2003;52400.000702/03;Não;Vigente;—;"Normas. 
Consulta sobre adaptação do órgão ao novo CC. ";Trata-se de consulta sobre prazo e providências para adaptação às regras do CC, face à revogação da primeira parte do código comercial brasileiro e inclusão do direito da empresa no ordenamento civil. ;Presidência do INPI;Novo Código Civil Lei n 10. 406;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-079-2003.pdf
Marcas;Nota PFE;69;2003;01/04/2003;5240000 814435173;Não;Vigente;Art. 133 da lei 9729/96;Marcas. Anotação de gravame em marca extinta. ;Trata-se de solicitação de anotação de gravame de marca extinta. A Procuradoria manifesta que, uma vez extinta a marca por decurso de prazo, não é cabível anotação de qualquer natureza. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-069-2003.pdf
Normas;Nota PFE;62;2003;26/03/2003;52400.000483/03;Não;Vigente;Art. 2º da Lei Complementar nº 73/93;Normas. Norma zero. ;Trata-se de exame da minuta de Resolução que dispõe sobre a normatização de procedimentos, nomeados NORMA ZERO, que estabelece regras básicas para a elaboração, aprovação, numeração, formatação e garantia de cumprimento de alguns atos administrativos utilizados no âmbito da Administração Pública. ;DIRMA;Circular n 07/2003/AGU/PGF;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-062-2003.pdf
Marcas;Nota PFE;57;2003;18/03/2003;813469287;Não;Vigente;—;Marcas. Caducidade. Suposto duplo patrocínio;Trata-se de consulta sobre suposto DUPLO PATROCÍNIO, em que a Procuradoria manifesta ser mera similitude entre a titular do registro e a requerente de caducidade, que dispõem de inscrições distintas no CGC. Trata-se, pois, de duas empresas diversas com vida própria cabendo o processamento regular do pleito de caducidade, por não existir óbice legal de qualquer natureza. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-057-2003.pdf
Patentes;Nota PFE;58;2003;18/03/2003;PI 9408648-6;Não;Vigente;Art. 38 e 87 da LPI;Patentes. Restauração de pedido. ;"Trata-se de consulta com relação ao pedido de aproveitamento do valor pago ""indevidamente"" pela restauração da 6ª. anuidade do pedido de patente, para quitar a retribuição referente à expedição da carta-patente. A Procuradoria manifesta que o pedido de restauração seria possível, já que não houve notificação do arquivamento do pedido - art. 87. Entretanto, como precluiu o prazo para o recolhimento da taxa para expedição da carta-patente, deverá o pedido ser arquivado definitivamente, na forma estatuída no § 2º do art. 38 da LPI. ";DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-058-2003.pdf
Marcas;Nota PFE;52;2003;13/03/2003;52400003588/03;Não;Vigente;Art. 1 e 2 do CC;Marcas. Normas. Formulação de exigência nova CIP;Trata-se de consulta em que se questiona a regularidade de exigências formuladas em face de 5 registros de marca. A Procuradoria manifesta que as exigências formuladas pela -DIRMA estão em perfeita consonância com a legalidade, eis que os pedidos de registro de marcas em andamento, devem ser adaptados à nova Classificação Internacional. ;DIRMA;Ato Normativo n 150/99;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/.pdf
Marcas;Nota PFE;45;2003;07/03/2003;52400.000439/03;Não;Vigente;Art. 50, 56, 168 da LPI;Marcas. Consulta sobre registro de empresa multinacional;Trata-se de consulta relacionada a oficio da Secretaria de Estado de Planejamento e Desenvolvimento Econômico Sustentável, que traz várias indagações. A Procuradoria tece comentários sobre a processo administrativo de nulidade, processo judicial, dentre outros. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-045-2003.pdf
Marcas;Nota PFE;47;2003;07/03/2003;52400.525/03;Não;Vigente;Art. 1 e 4 da Lei nº 9615/98;Marcas. Competência exclusiva do INPI informações sobre registros de marca;Trata-se de consulta acerca da competência legal da Confederação Brasileira de Automobilismo para prestar informações acerca de registros de marcas. A Procuradoria manifesta que a Confederação Brasileira de Automobilismo, bem como todas as entidades similares não possuem tal competência, que é privativa do INPI, para a prestação de informação, sob qualquer modalidade, sobre os pedidos e registros de marcas por ele processados e concedidos. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-047-2003.pdf
Marcas;Nota PFE;40;2003;28/02/2003;819653136 / 96;Não;Vigente;—;Marcas. Retribuições INPI. Complementação taxa de depósito;Trata-se de pedido de registro de marca em que há necessidade de complementação de taxa de depósito em guia com autenticação manual que não teve comprovação de recolhimento do valor ao erário. A Procuradoria manifesta que deve ser aplicado o parecer 42/00. ;DIRMA;Parecer nº 42/00;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-040-2003.pdf
Marcas;Nota PFE;29;2003;17/02/2003;2291614;Não;Vigente;Art. 17 do CC;Marcas. Anotação de gravame. Anotação de Penhora. ;Trata-se de transferência de titularidade em processos de marcas em que pesa anotação de gravame de garantia por força de contrato particular firmado entre o titular do registro e o banco comercial internacional. A Procuradoria manifesta que é necessário que a parte contratante esteja ciente da cessão e transferência da marca e que o cessionário esteja ciente de que sobre a marca pesa o gravame da garantia. ;DIRMA;RPI n 047216/99;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-029-2003.pdf
Marcas;Nota PFE;28;2003;14/02/2003;6779360;Não;Vigente;Art. 22 da Lei 9.784/99;"Marcas. 
Caducidade. Comprovação de uso da marca. ";Trata-se de pedido de orientações quanto à denúncia apresentada por requerente de caducidade, questionando os procedimentos adotados pelo titular do registro na comprovação do uso da marca, e na transferência de titularidade da marca. A procuradoria manifesta ser necessário, preliminarmente, dar ciência das razoes da denúncia às partes interessadas para que sejam apresentadas as suas contrarrazões. ;DIRMA;Pétição n010122/02;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-028-2003.pdf
Marcas;Nota PFE;26;2003;13/02/2003;818316721;Não;Vigente;—;Marcas. Retribuições INPI. Guia sem autenticação mecânica;Trata-se de guia de arrecadação sem autenticação mecânica do banco arrecadador. A Procuradoria manifesta que, nesses casos excepcionais, em que conste apenas o carimbo do banco arrecadador, caberá à Administração o ônus de providenciar uma declaração da entrada da receita para os serviços postulados por parte do Setor Financeiro do Instituto, ou, ainda, uma declaração do banco recebedor da receita, que servirá como prova de recolhimento da retribuição dos serviços prestados pelo INPI. ;DIRMA;"Processo n. 818316721
PARECER/INPI/PROC/DICONS/N. 035/20";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-026-2003.pdf
Marcas;Nota PFE;24;2003;12/02/2003;52400.000302/03;Não;Vigente;Art. 143 Lei 8.112/90;Marcas. Retribuições INPI. Suposta fraude recolhimento guias;Trata-se de denúncia encaminhado pelo Delegado da DEINPI/SP dando notícia da existência de formulário de pedido de registro de marca, supostamente, falsificado pelo procurador outorgado. A Procuradoria orienta a juntada de documentos e informações que possam identificar o nome das pessoas envolvidas na fraude. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-024-2003.pdf
Marcas;Nota PFE;17;2003;03/02/2003;8146118251;Não;Vigente;Art. 136, da LPI;Marcas. Anotação de gravame. Anotação de Penhora. ;Trata-se de pedido de penhora sobre registro de marca em que a Procuradoria manifesta que deverá ser efetuada a anotação de penhora incidente sobre o registro de marca, nos termos do inciso II, do art. 136, da LPI. Porém, verificou-se que, como não houve a prorrogação da marca, deve ser publicada sua extinção, comunicando-se consequentemente a impossibilidade de penhora sobre o bem. ;DIRMA;Oficio nº 1654/00;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-017-2003.pdf
Marcas;Nota PFE;12;2003;28/01/2003;821140582;Não;Vigente;—;Marcas. Sobrestamento de exames. ;Trata-se de pedido de transferência que apresenta indícios de falsificação de assinatura. A Procuradoria manifesta que não é admitido qualquer ato administrativo por parte do INPI, quando ele próprio, através de publicação na RPI tiver sobrestado até decisão de inquérito policial, o exame do pedido de registro da marca. ;DIRMA;Ofício/INPI/N 281/00;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-012-2003.pdf
Marcas;Nota PFE;10;2003;22/01/2003;816962740;Não;Vigente;Art. 136 da lei nº 9279/96;Marcas. Anotação de gravame. Anotação de Penhor. ;Trata-se de consulta sobre anotação de gravame. A Procuradoria manifesta que tais anotações, por determinação legal, estão sujeitas a registro no Registro de títulos e Documentos, para surtir efeitos em repartições da União, dos Estados, do Distrito Federal, dos Territórios e dos Municípios ou em qualquer instância, juízo ou Tribunal e em relação a terceiros todos os documentos de procedência estrangeira, acompanhados de tradução. ;DIRMA;"Petição n 034757
Parecer INPI/PROC/DICONS/Nº60/99";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-010-2003.pdf
Marcas;Nota PFE;11;2003;22/01/2003;52.400.002717/02;Não;Vigente;Art. 129 da Lei 9.279/96;Marcas. Cessão de Marca. Aproveitamento de precedência do uso de nome;Trata-se de questionamentos à nota 244/02, que a Procuradoria elucida manifestando que os direitos conferidos pelos parágrafos 1º e 2º do art. 129 da Lei 9. 279/96 somente se aplicam à pessoa que de boa-fé usava no País marca não registrada. ;DIRMA;Nota 244/02;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-011-2003.pdf
Marcas;Nota PFE;9;2003;21/01/2003;820206865;Não;Vigente;Art. 159 da LPI;"Marcas. 
Cumprimento exigência. Cumprimento exigência antes da publicação na RPI";Trata-se de petição de cumprimento de exigência protocolada antes da publicação, manifestando a Procuradoria que a mesma não deve ser conhecida, desde que no lapso de tempo decorrido entre o protocolo e o exame não tenha ocorrido a aludida publicação. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-009-2003.pdf
Patentes;Nota PFE;1;2003;06/01/2003;5241716;Não;Vigente;Art. 124 da LPI;Patentes. Uso da palavra couro para materiais sem origem animal;Trata-se de questionamento sobre o uso da palavra couro para materiais sem a origem animal. A Procuradoria manifesta que pela interpretação literal do texto legal, em seu inciso VI do art. 124, com relação à marca, é vedado o registro de sinal de caráter de uso necessário, ou seja, couro, para a marca de igual denominação. Entendeu-se pelo acatamento parcial do pleito. ;DIRPA;RP11651/02;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/.pdf
Patentes;Nota PFE;65;2003;05/06/2002;9007219-7;Não;Vigente;—;Patentes. Pedido exclusão de coinventores;Trata-se de pedido de exclusão de coinventores. A Procuradoria manifesta que, se o pleito está devidamente instruído, com a manifestação de vontade de todas as partes envolvidas, acompanhada da necessária tradução juramentada, nada obsta a anotação da dita exclusão. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2003/nota-065-2003.pdf
Marcas;Nota PFE;271;2002;20/12/2002;814466630;Não;Vigente;Art. 133, 142 da Lei 927/96;Marcas. Anotação de ônus. Anotação de penhora. ;Trata-se de consulta sobre anotação de limitação ou ônus em marca extinta. A Procuradoria manifesta que tal providência deveria ter sido levado a efeito, na época da entrada do documento no INPI, cuja data não se pode precisar, vez que não consta qualquer referência a quem recebeu o Mandado de Penhora e em que data. Opinou-se por publicar a extinção do registro, com base no inciso I do art. 142, da LPI, ficando desse modo prejudicada a consulta, com relação anotação do Mandado de Penhora. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-271-2002.pdf
Patentes;Nota PFE;269;2002;18/12/2002;2718/2002;Não;Vigente;"Lei 9.279/96
Lei na 5.648/70";Patentes. Redação do preâmbulo de documentos de registro;Trata-se de consulta quanto à adequação jurídico formal dos textos de preâmbulos de cartas-patente, de certificados de invenção e de registro de desenho industrial. A Procuradoria, após análise das redações propostas, manifesta que nada obsta a que a autoridade competente da Autarquia, previamente à formalização de qualquer ato administrativo que finalize alterar a configuração dos precitados títulos, oportunize aos administrados ou, minimamente, às associações legalmente constituídas, vinculadas à propriedade industrial, a participação em eventuais discussões quanto à adequação da matéria no plano. administrativo, na forma autorizada pelo art. 33 da Lei nº 9. 784/99. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-269-2002.pdf
Normas;Nota PFE;265;2002;13/12/2002;52400.003674/02;Não;Vigente;Art. 29 da MP nº 2186-16/01,;Normas. MP 2186-16 de 2001;"Trata-se de consulta acerca do termo ""anuência"", no contexto do art. 29, da Medida Provisória nº 2. 186-16, de 23/08/01, tendo em vista a participação do INPI no fórum interministerial criado através do Decreto nº 3945/01. ";DIRMA;Decreto nº 309451;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-265-2002.pdf
Marcas;Nota PFE;262;2002;09/12/2002;52400003533/02;Não;Vigente;Lei nº 8.112/90;"Marcas. 
Restauração processo de marca";Trata-se do desaparecimento de autos do processo em que se deu a transferência da titularidade de registro de marca, negada pelos sucessores dos direitos da antiga titular. Solicitou-se ao titular da marca o envio de cópias dos documentos do aludido processo, com o intuito de restaurá-lo, sugerindo-se ainda a apuração devida, tendo em vista a gravidade da situação. ;DIRMA;"Processo nº 8:17. 077. 391
RPI nº 1628";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-262-2002.pdf
Atuação de Agentes de PI;Parecer PFE;60;2002;03/12/2002;003341/02;Não;Vigente;Arts. 21, 103, 157 3 220 da LPI;Legitimidade das partes e procuradores para praticar atos perante o INPI. Casos excepcionais. Falha administrativa. Atos praticados por pessoas não qualificadas. Aproveitamento dos atos. Exigências para a regularização. ;Somente as partes ou seus procuradores devidamente qualificados podem praticar atos perante o INPI. Contudo em casos excepcionais provocados por falha administrativa, em que se verifiquem atos praticados por pessoas não qualificadas devem ser aplicadas as regras estabelecidas pelos arts. 21, 103, 157 3 220 da LPI, pelos quais o INPI aproveita os atos das partes formalizando as exigências cabíveis para a regularização do ato praticado (INPI Nº 003341/02);Presidência do INPI;INPI Nº 003341/02);https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/parecer-060-2002.pdf
Patentes;Nota PFE;258;2002;02/12/2002;52400.003080/02;Não;Vigente;Art. 43, inciso III, da LPI.;Exceção aos direitos conferidos pela patente. Importação da matéria prima para elaboração de medicamentos patenteados. ;Trata-se de indagação sobre se o inciso III, do artigo 43, da LPI permite a importação de matéria prima para confecção de medicamentos patenteados para utilização na manipulação ide fórmulas individualizadas e prescritas por profissionais devidamente habilitados (médicos, veterinários e cirurgiões-dentistas). A Procuradoria manifesta que para os membros do acordo TRIPS é possível proceder-se à importação de matéria-prima, sem, no entanto, deixar de observar a legislação de cada país. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-258-2002.pdf
Marcas;Nota PFE;252;2002;27/11/2002;52400.003238/02;Não;Vigente;—;"Marcas. 
Restauração processo de marca
";Trata-se de restauração de processo de marca para averbação de transferência. A Procuradoria manifesta que a restauração só tem cabimento, segundo o Código de Processo, art. 1063, na hipótese de perda dos autos, isto é, ante seu desaparecimento, o que não aproveita ao caso em espécie, na medida em que o processo de marca em apreço, está retido por empresa. ;DIRMA;"Processo n 812. 204. 344 
NOTA/INPI/PROC/DICONS/Nº 206/02";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-252-2002.pdf
Marcas;Nota PFE;255;2002;27/11/2002;003219/02;Não;Vigente;Art.124 da LPI;Marcas. Denúncia de tentativa de registro de termo do Ministério da Saúde;Trata-se de denúncia de tentativa de registro de termo do Ministério da Saúde. A Procuradoria indica verifique-se a possibilidade ou não do enquadramento dos termos em algum óbice legal, independentemente da interposição de oposição por terceiro. ;DIRMA;"Memorando n 256/SPS/MS
registro de n 824269055";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-255-2002.pdf
Normas;Nota PFE;251;2002;24/11/2002;52400.002637/02;Não;Vigente;Art. 56, 57,118, 175 da LPI;Normas. PL do Senado 172 de 2002. ;"Trata-se da análise do Projeto de Lei do Senado 172/02, que altera os arts. 57 e 175, da LPI, incluindo o INPI no polo passivo da relação processual, quando o mesmo não for autor; na forma dos arts. 56 e 173 da mesma Lei. ";Presidência do INPI;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-251-2002.pdf
Patentes;Nota PFE;254;2002;21/11/2002;52400.002625/02;Não;Vigente;Art. 143 Lei 8.112/90;Patentes. Denúncia sobre quebra de sigilo;Trata-se de denúncia dirigida ao Sr. Ministro do Ministério do Desenvolvimento Indústria e Comércio Exterior, alegando quebra de sigilo ocorrida no INPI. A Procuradoria manifesta que, nos termos da Nota Técnica DIRPA NT024/2002 é improvável a participação do INPI na divulgação do endereço constante do depósito de patente protocolado. ;DIRPA;"Nota 024/2002
RPI 1636";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-254-2002.pdf
Marcas;Nota PFE;242;2002;18/11/2002;762/2002;Não;Vigente;Art. 125 da LPI;Marcas. Marcas de alto renome. Minuta de resolução proposta pela ABPI;Trata-se de análise de proposta de minuta de resolução sobre marcas de alto renome. A Procuradoria, fazendo algumas ressalvas, e ressaltando o conteúdo do PARECER/INPI/PROC/DICONS/Nº 054/2002manifesta concordância sobre alguns pontos. ;DIRMA;PARECER/INPI/PROC/DICONS/Nº 054/2002;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-242-2002.pdf
Marcas;Nota PFE;244;2002;17/11/2002;52.400.002717/02;Não;Vigente;Art.134, 135 da LPI;Marcas. Cessão de marca. Averbação de transferência;"Trata-se de consulta sobre questionamento de uma empresa, qual seja: ""uma empresa mais nova ao comprar uma marca registrada e usada há mais tempo por uma outra, nesta transação de compra, adquire também, na forma da lei, a precedência de uso por ocasião da formalização de sua transferência para o seu nome?”. A Procuradoria manifesta que ao ser averbada a transferência de determinada marca registrada, requerida nos termos dos artigos 134 e 135 da LPI para o seu cessionário, já na qualidade de novo titular da marca, a gozar de todos os direitos e deveres conferidos pela LPI. ";DIRMA;"Matrícula n 176
Ato Normativo n 141/98";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-244-2002.pdf
Atuação de Agentes de PI;Nota PFE;233;2002;29/10/2002;52.400.002774/02;Não;Vigente;Ato Normativo 142/98;"Atuação
agentes PI. Regularidade de representação";Trata-se do ato normativo 142/98, que determina que somente o profissional regularmente habilitado perante o INPI faz jus ao título de agente de propriedade industrial. A Procuradoria manifesta que empresa não habilitada deve ser submetida à Comissão de Conduta Profissional dos Agentes de PI para tomada de providências. ;Presidência do INPI;"Memorando de n 348/2002
API 1424 n 828697189";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-233-2002.pdf
Atuação de Agentes de PI;Nota PFE;229;2002;25/10/2002;52.400.002992/02;Não;Vigente;Ato normativo 142/98;"Atuação
agentes PI. Regularidade de representação";Trata-se do ato normativo 142/98, que determina que somente o profissional regularmente habilitado perante o INPI faz jus ao título de agente de propriedade industrial. A Procuradoria manifesta que empresa não habilitada deve ser submetida à Comissão de Conduta Profissional dos Agentes de PI para tomada de providências. ;Presidência do INPI;Matrícula API n 914;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-229-2002.pdf
Normas;Nota PFE;227;2002;22/10/2002;2341/2002;Não;Vigente;Art. INSTR. NORMATIVA nº 167/02;Normas. IN SRF n. 02 de 2001. ;Trata-se de dúvida sobre a inclusão na obrigatoriedade de cadastramento de pessoas jurídicas domiciliadas no exterior que sejam detentores de direitos de propriedade industrial. A Procuradoria indica indagação direta à própria SRF. ;DIRPA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-227-2002.pdf
Patentes;Nota PFE;222;2002;17/10/2002;7701843-5;Não;Vigente;Art. 221 da LPI;Modelo de Utilidade. Justa causa. Pedido de dilação ou devolução de prazo;Trata-se de pedido de devolução de prazo adicional para o pagamento da retribuição relativa à concessão da patente, nos termos do art. 221 da LPI, motivado por não acompanhamento do procurador nomeado. A Procuradoria manifesta que as argumentações apresentadas não comprovam a justa causa de que trata a legislação em vigor, opinando pelo não conhecimento do requerimento. ;DIRPA;RPI 1609;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2002/nota-222-2002.pdf
